Season,Track,Track_Type,Total_Entries,Races_At_Track,Avg_Laps,Min_Laps,Max_Laps,Lead_Lap_Finishers,Different_Winners
1987,Dover International Speedway,intermediate,79,2,369.9240506329114,20.0,500.0,7,2
1992,Michigan International Speedway,intermediate,82,2,161.3048780487805,4.0,200.0,19,2
2023,Kansas Speedway,intermediate,72,2,256.625,3.0,268.0,46,2
1987,Darlington Raceway,intermediate,81,2,216.69135802469137,1.0,367.0,18,1
2025,Dover International Speedway,intermediate,37,1,391.18918918918916,221.0,407.0,20,1
1996,Martinsville Speedway,short,72,2,468.4583333333333,148.0,500.0,13,2
1995,Michigan International Speedway,intermediate,84,2,161.11904761904762,17.0,200.0,20,1
1966,New Asheville Speedway,short,22,1,190.63636363636363,8.0,300.0,1,1
1955,Monroe County Fairgrounds,short,21,1,134.14285714285714,1.0,200.0,1,1
1970,Talladega Superspeedway,superspeedway,90,2,137.14444444444445,3.0,188.0,4,1
1950,Daytona Beach & Road Course,road course,41,1,32.26829268292683,0.0,48.0,6,1
1958,Trenton Speedway,intermediate,34,1,337.29411764705884,33.0,500.0,1,1
1969,Richmond Raceway,speedway,25,1,320.96,22.0,462.0,1,1
1956,Merced Fairgrounds,short,28,1,141.85714285714286,0.0,200.0,3,1
1994,Martinsville Speedway,short,72,2,451.3888888888889,36.0,500.0,13,1
1970,Smokey Mountain Raceway,short,52,2,133.07692307692307,7.0,200.0,3,2
2007,Charlotte Motor Speedway,intermediate,86,2,323.19767441860466,45.0,400.0,32,2
1974,Daytona International Speedway,intermediate,80,2,115.8125,1.0,200.0,8,2
1983,Nashville Speedway,intermediate,59,2,338.96610169491527,3.0,420.0,3,2
2024,Phoenix Raceway,intermediate,76,2,297.36842105263156,1.0,312.0,40,2
2015,Richmond Raceway,intermediate,86,2,385.5813953488372,124.0,400.0,31,2
2007,Darlington Raceway,intermediate,43,1,345.5348837209302,122.0,367.0,21,1
1975,Michigan International Speedway,intermediate,72,2,150.94444444444446,6.0,200.0,6,2
2011,New Hampshire Motor Speedway,intermediate,86,2,250.6627906976744,10.0,301.0,43,2
2004,Las Vegas Motor Speedway,intermediate,43,1,226.74418604651163,8.0,267.0,17,1
2010,Watkins Glen International,road course,43,1,82.34883720930233,28.0,90.0,31,1
1965,Riverside International Raceway,road course,44,1,87.02272727272727,0.0,185.0,2,1
2013,Richmond Raceway,intermediate,86,2,374.1860465116279,17.0,406.0,46,2
2011,Pocono Raceway,intermediate,86,2,164.93023255813952,7.0,200.0,50,2
2016,New Hampshire Motor Speedway,intermediate,80,2,293.6125,94.0,301.0,48,2
2020,Richmond Raceway,intermediate,38,1,388.89473684210526,100.0,400.0,11,1
1973,Dover International Speedway,intermediate,80,2,323.625,12.0,500.0,5,1
2024,World Wide Technology Raceway at Gateway,intermediate,36,1,233.19444444444446,109.0,240.0,24,1
1960,Greenville-Pickens Speedway,short,22,1,119.18181818181819,12.0,200.0,2,1
2012,Pocono Raceway,intermediate,86,2,98.86046511627907,1.0,160.0,47,2
1963,Golden Gate Speedway,short,24,1,159.54166666666666,56.0,200.0,3,1
2000,Atlanta Motor Speedway,intermediate,86,2,290.25581395348837,11.0,325.0,15,2
1961,Richmond Raceway,intermediate,25,1,183.2,7.0,250.0,2,1
1963,Southside Speedway,short,17,1,259.1764705882353,93.0,300.0,1,1
2020,Daytona International Speedway Road Course,superspeedway,39,1,63.53846153846154,46.0,65.0,32,1
1955,Airborne Speedway,short,16,1,128.875,5.0,200.0,1,1
2022,Kansas Speedway,intermediate,72,2,247.13888888888889,32.0,267.0,39,2
1972,Nashville Speedway,intermediate,28,1,192.96428571428572,0.0,420.0,2,1
2014,Texas Motor Speedway,intermediate,86,2,324.69767441860466,12.0,341.0,46,2
2004,Charlotte Motor Speedway,intermediate,86,2,320.54651162790697,1.0,400.0,27,1
1976,Talladega Superspeedway,superspeedway,80,2,135.9375,1.0,188.0,4,2
2003,Auto Club Speedway,intermediate,43,1,230.1860465116279,9.0,250.0,16,1
2000,Las Vegas Motor Speedway,intermediate,43,1,145.8372093023256,92.0,148.0,19,1
1984,Atlanta Motor Speedway,intermediate,80,2,259.8625,0.0,328.0,7,2
1983,Michigan International Speedway,intermediate,74,2,173.14864864864865,22.0,200.0,18,1
1954,Williams Grove Speedway,short,41,1,150.21951219512195,1.0,200.0,2,1
1969,Daytona International Speedway,intermediate,141,4,94.91489361702128,2.0,200.0,12,3
2002,Las Vegas Motor Speedway,intermediate,43,1,258.5813953488372,7.0,267.0,20,1
2005,Chicagoland Speedway,intermediate,43,1,242.95348837209303,13.0,267.0,28,1
1971,Bristol Motor Speedway,short,60,2,274.3666666666667,5.0,500.0,3,2
1971,Hickory Speedway,short,44,2,205.02272727272728,17.0,276.0,5,2
1967,Langley Field Speedway,short,16,1,155.8125,1.0,250.0,2,1
2009,Las Vegas Motor Speedway,intermediate,43,1,257.4418604651163,6.0,285.0,17,1
1963,Dog Track Speedway,short,29,2,206.93103448275863,0.0,300.0,4,2
1997,Richmond Raceway,intermediate,85,2,381.81176470588235,7.0,400.0,9,2
2006,Martinsville Speedway,short,86,2,447.24418604651163,7.0,500.0,42,2
1960,Montgomery Air Base,road course,19,1,81.57894736842105,5.0,100.0,1,1
1958,Lincoln Speedway,short,31,1,134.93548387096774,3.0,200.0,2,1
1958,Hickory Speedway,short,31,1,194.06451612903226,48.0,250.0,3,1
1991,Michigan International Speedway,intermediate,81,2,173.65432098765433,21.0,200.0,17,2
2003,Dover International Speedway,intermediate,86,2,367.59302325581393,78.0,400.0,32,1
1990,North Wilkesboro Speedway,intermediate,64,2,355.078125,9.0,400.0,18,2
1983,Bristol Motor Speedway,short,57,2,393.49122807017545,44.0,500.0,5,1
1962,Columbia Speedway,short,39,2,165.56410256410257,20.0,200.0,4,2
1996,Watkins Glen International,road course,39,1,82.58974358974359,29.0,90.0,24,1
1974,Nashville Speedway,intermediate,58,2,267.1896551724138,17.0,420.0,4,2
1987,North Wilkesboro Speedway,intermediate,64,2,345.203125,11.0,400.0,6,2
1995,Daytona International Speedway,intermediate,85,2,160.38823529411764,8.0,200.0,40,2
1958,California State Fairgrounds,intermediate,28,1,73.21428571428571,1.0,100.0,2,1
1990,Rockingham Speedway,intermediate,78,2,410.7692307692308,10.0,492.0,7,2
1966,Oxford Plains Speedway,short,27,1,189.03703703703704,3.0,300.0,1,1
2007,Daytona International Speedway,intermediate,86,2,172.72093023255815,99.0,202.0,57,2
2021,Texas Motor Speedway,intermediate,39,1,259.9230769230769,29.0,334.0,15,1
1960,Darlington Raceway,intermediate,80,2,197.075,1.0,364.0,4,2
2015,Pocono Raceway,intermediate,86,2,149.93023255813952,3.0,160.0,48,2
2002,Charlotte Motor Speedway,intermediate,86,2,326.3139534883721,31.0,400.0,23,2
2017,Pocono Raceway,intermediate,77,2,145.74025974025975,0.0,160.0,40,2
1968,Darlington Raceway,intermediate,78,2,201.96153846153845,0.0,364.0,5,2
1976,Charlotte Motor Speedway,intermediate,80,2,273.7875,7.0,400.0,6,2
1963,Asheville-Weaverville Speedway,short,49,2,253.6734693877551,3.0,500.0,5,2
1956,Soldier Field,short,25,1,146.76,36.0,200.0,5,1
1986,Darlington Raceway,intermediate,80,2,255.625,1.0,367.0,10,2
2008,Las Vegas Motor Speedway,intermediate,43,1,253.62790697674419,107.0,267.0,21,1
1991,Watkins Glen International,road course,40,1,72.275,4.0,90.0,17,1
2022,New Hampshire Motor Speedway,intermediate,36,1,261.0,4.0,301.0,13,1
2014,Watkins Glen International,road course,43,1,84.44186046511628,9.0,90.0,28,1
1994,Talladega Superspeedway,superspeedway,84,2,156.10714285714286,8.0,188.0,33,2
2020,Phoenix Raceway,intermediate,77,2,294.7142857142857,51.0,316.0,39,2
1984,Charlotte Motor Speedway,intermediate,83,2,292.7590361445783,1.0,400.0,6,2
1968,South Boston Speedway,short,21,1,172.42857142857142,17.0,267.0,3,1
2025,Charlotte Motor Speedway Road Course,road course,37,1,107.4054054054054,87.0,109.0,26,1
2016,Bristol Motor Speedway,short,80,2,474.4625,169.0,500.0,39,2
2001,Daytona International Speedway,intermediate,86,2,169.41860465116278,47.0,200.0,37,2
2012,Sonoma Raceway,road course,43,1,99.27906976744185,1.0,112.0,23,1
1955,Darlington Raceway,intermediate,69,1,255.82608695652175,11.0,366.0,1,1
2018,Michigan International Speedway,intermediate,79,2,157.9620253164557,1.0,200.0,50,2
2001,Rockingham Speedway,intermediate,86,2,370.72093023255815,0.0,393.0,22,2
1976,Martinsville Speedway,short,60,2,302.31666666666666,2.0,500.0,3,2
1955,Martinsville Speedway,short,55,2,150.4,9.0,200.0,5,2
1968,Charlotte Motor Speedway,intermediate,89,2,212.3932584269663,6.0,334.0,5,2
1961,Birmingham International Raceway,short,13,1,137.15384615384616,3.0,200.0,1,1
1958,Richmond Raceway,short,22,1,123.95454545454545,15.0,200.0,2,1
1955,Raleigh Speedway,intermediate,65,2,80.2,9.0,100.0,10,2
1977,Ontario Motor Speedway,intermediate,42,1,146.5,9.0,200.0,4,1
1962,Dog Track Speedway,short,15,1,177.33333333333334,53.0,250.0,1,1
1995,Rockingham Speedway,intermediate,82,2,378.6829268292683,38.0,492.0,15,2
1973,Michigan International Speedway,intermediate,40,1,163.925,3.0,200.0,2,1
2019,Homestead-Miami Speedway,intermediate,40,1,258.375,209.0,267.0,10,1
1995,Sonoma Raceway,road course,43,1,66.46511627906976,7.0,74.0,29,1
1958,Old Dominion Speedway,short,25,1,116.12,10.0,150.0,2,1
2014,Homestead-Miami Speedway,intermediate,43,1,260.25581395348837,182.0,267.0,32,1
1970,Michigan International Speedway,intermediate,80,2,130.075,0.0,200.0,6,2
1998,Talladega Superspeedway,superspeedway,86,2,168.97674418604652,30.0,188.0,26,2
1993,Phoenix Raceway,intermediate,43,1,255.72093023255815,14.0,312.0,11,1
1990,Pocono Raceway,intermediate,80,2,174.1875,0.0,200.0,36,2
1971,Richmond Raceway,speedway,30,1,368.3,43.0,500.0,1,1
1954,Charlotte Speedway,short,25,1,92.76,0.0,133.0,2,1
1982,Pocono Raceway,intermediate,73,2,145.02739726027397,7.0,200.0,7,1
1987,Bristol Motor Speedway,short,60,2,396.1166666666667,16.0,500.0,12,1
1957,Portland Speedway,intermediate,18,1,150.33333333333334,17.0,200.0,1,1
2008,Charlotte Motor Speedway,intermediate,86,2,344.43023255813955,52.0,400.0,33,2
1995,Martinsville Speedway,short,72,2,394.77777777777777,4.0,500.0,20,2
2023,Bristol Motor Speedway Dirt Track,short,37,1,238.0810810810811,96.0,250.0,27,1
1957,Richmond Raceway,short,22,1,128.1818181818182,7.0,200.0,1,1
1966,North Wilkesboro Speedway,intermediate,72,2,256.0833333333333,5.0,400.0,4,2
2009,Darlington Raceway,intermediate,43,1,312.86046511627904,27.0,367.0,22,1
1966,Middle Georgia Raceway,short,15,1,166.33333333333334,3.0,200.0,2,1
1979,Darlington Raceway,intermediate,76,2,272.9605263157895,2.0,367.0,4,2
1988,Atlanta Motor Speedway,intermediate,84,2,232.14285714285714,2.0,328.0,8,2
2003,Pocono Raceway,intermediate,86,2,180.7093023255814,7.0,200.0,41,2
2006,Texas Motor Speedway,intermediate,86,2,309.2093023255814,24.0,339.0,33,2
1969,South Boston Speedway,short,24,1,167.16666666666666,1.0,267.0,2,1
1973,Martinsville Speedway,short,70,2,336.5857142857143,2.0,500.0,3,2
1973,North Wilkesboro Speedway,intermediate,60,2,325.81666666666666,2.0,400.0,4,2
1977,Dover International Speedway,intermediate,76,2,336.05263157894734,0.0,500.0,4,2
1950,Occoneechee Speedway,intermediate,56,2,105.66666666666667,1.0,175.0,3,2
1966,Greenville-Pickens Speedway,short,43,2,128.0,5.0,200.0,2,1
1949,Langhorne Speedway,intermediate,45,1,163.65625,2.0,200.0,2,1
1970,North Carolina State Fairgrounds,short,23,1,130.65217391304347,16.0,200.0,1,1
1966,Beltsville Speedway,short,53,2,136.52830188679246,2.0,200.0,3,2
2012,Martinsville Speedway,short,86,2,424.1744186046512,19.0,515.0,33,2
1956,Southern States Fairgrounds,short,45,2,132.93333333333334,14.0,200.0,4,2
1968,Islip Speedway,short,25,1,214.12,17.0,300.0,2,1
1989,Bristol Motor Speedway,short,64,2,393.421875,35.0,500.0,14,2
2007,Las Vegas Motor Speedway,intermediate,43,1,238.86046511627907,15.0,267.0,15,1
2016,Martinsville Speedway,short,80,2,477.7875,21.0,500.0,29,2
1970,Middle Georgia Raceway,speedway,30,1,341.06666666666666,4.0,500.0,2,1
2015,Bristol Motor Speedway,short,86,2,482.1046511627907,0.0,511.0,26,2
2020,New Hampshire Motor Speedway,intermediate,38,1,286.36842105263156,15.0,301.0,20,1
1952,Ft. Miami Speedway,short,24,1,138.91666666666666,24.0,200.0,2,1
1992,Martinsville Speedway,short,63,2,444.3968253968254,104.0,500.0,9,2
1963,West Virginia International Speedway,short,20,1,260.3,90.0,300.0,1,1
2003,Charlotte Motor Speedway,intermediate,86,2,292.75581395348837,123.0,334.0,23,2
1991,Phoenix Raceway,intermediate,43,1,255.2093023255814,1.0,312.0,6,1
1975,Pocono Raceway,intermediate,35,1,134.74285714285713,1.0,200.0,4,1
1984,Dover International Speedway,intermediate,76,2,386.3421052631579,32.0,500.0,6,2
2011,Watkins Glen International,road course,43,1,79.27906976744185,4.0,92.0,27,1
1966,Bristol Motor Speedway,short,68,2,332.8970588235294,0.0,500.0,3,2
1955,Tri-City Speedway,short,21,1,128.28571428571428,7.0,200.0,2,1
1955,Memphis-Arkansas Speedway,intermediate,70,2,115.17142857142858,3.0,200.0,4,2
1980,Dover International Speedway,intermediate,74,2,358.9594594594595,2.0,500.0,5,2
1970,Rockingham Speedway,intermediate,80,2,322.65,3.0,492.0,3,2
2001,Texas Motor Speedway,intermediate,43,1,305.6511627906977,33.0,334.0,13,1
1951,Lakewood Speedway,intermediate,31,1,100.0,100.0,100.0,1,1
1954,Darlington Raceway,intermediate,50,1,243.2,4.0,364.0,2,1
1962,Bowman Gray Stadium,short,62,3,128.5,3.0,200.0,7,3
1993,Dover International Speedway,intermediate,75,2,388.1066666666667,10.0,500.0,14,2
1964,Richmond Raceway,short,60,2,170.98333333333332,0.0,300.0,4,2
2015,Michigan International Speedway,intermediate,86,2,160.98837209302326,9.0,200.0,37,2
1997,Indianapolis Motor Speedway,intermediate,43,1,140.95348837209303,2.0,160.0,23,1
1961,Southern States Fairgrounds,short,20,1,131.45,17.0,200.0,2,1
2021,New Hampshire Motor Speedway,intermediate,37,1,273.9189189189189,8.0,293.0,15,1
1979,Martinsville Speedway,short,60,2,374.6666666666667,0.0,500.0,4,2
2003,Chicagoland Speedway,intermediate,43,1,236.58139534883722,6.0,267.0,11,1
1952,Lakewood Speedway,intermediate,48,2,69.58333333333333,0.0,100.0,6,2
1962,Nashville Speedway,short,25,1,273.92,1.0,500.0,1,1
1955,Morristown Speedway,short,30,1,145.63333333333333,13.0,200.0,1,1
1999,Talladega Superspeedway,superspeedway,86,2,170.93023255813952,48.0,188.0,43,1
1988,Dover International Speedway,intermediate,80,2,409.5125,15.0,500.0,8,1
1966,Nashville Speedway,short,28,1,242.28571428571428,0.0,400.0,1,1
1955,Palm Beach Speedway,short,16,1,166.3125,9.0,200.0,4,1
2017,Chicagoland Speedway,intermediate,40,1,263.1,251.0,267.0,12,1
1984,Michigan International Speedway,intermediate,80,2,168.4875,41.0,200.0,14,2
2009,Dover International Speedway,intermediate,86,2,323.22093023255815,13.0,400.0,39,1
2011,Sonoma Raceway,road course,43,1,101.11627906976744,5.0,110.0,32,1
2015,Sonoma Raceway,road course,43,1,102.6046511627907,20.0,110.0,27,1
1967,Riverside International Raceway,road course,44,1,96.77272727272727,0.0,185.0,1,1
1991,Bristol Motor Speedway,short,65,2,426.38461538461536,78.0,500.0,12,2
2013,Indianapolis Motor Speedway,intermediate,43,1,156.51162790697674,110.0,160.0,23,1
1968,Birmingham International Raceway,intermediate,18,1,142.0,41.0,160.0,2,1
2009,Texas Motor Speedway,intermediate,86,2,300.4418604651163,6.0,334.0,23,2
2008,Auto Club Speedway,intermediate,86,2,239.09302325581396,20.0,250.0,44,2
1992,Atlanta Motor Speedway,intermediate,83,2,261.6265060240964,1.0,328.0,20,1
2022,Atlanta Motor Speedway,intermediate,73,2,253.83561643835617,23.0,325.0,44,2
1976,Atlanta Motor Speedway,intermediate,72,2,242.68055555555554,0.0,328.0,6,2
1979,Dover International Speedway,intermediate,67,2,371.14925373134326,1.0,500.0,5,2
1989,Dover International Speedway,intermediate,75,2,402.92,1.0,500.0,9,1
2018,Sonoma Raceway,road course,38,1,102.1842105263158,33.0,110.0,21,1
1966,Asheville-Weaverville Speedway,short,59,2,284.7118644067797,3.0,500.0,3,2
1999,Watkins Glen International,road course,43,1,85.81395348837209,33.0,90.0,29,1
1990,Martinsville Speedway,short,63,2,424.58730158730157,12.0,500.0,12,1
1966,Darlington Raceway,intermediate,80,2,219.1625,0.0,364.0,3,2
1978,Charlotte Motor Speedway,intermediate,80,2,283.3875,3.0,400.0,10,2
1988,Richmond Raceway,speedway,32,1,358.5625,47.0,400.0,7,1
2010,Michigan International Speedway,intermediate,86,2,172.3139534883721,8.0,200.0,49,2
2022,Michigan International Speedway,intermediate,37,1,162.9189189189189,24.0,200.0,22,1
1991,Dover International Speedway,intermediate,75,2,369.17333333333335,11.0,500.0,7,2
1955,Oglethorpe Speedway,short,18,1,141.38888888888889,8.0,200.0,1,1
2021,Martinsville Speedway,short,75,2,474.44,10.0,501.0,43,2
2005,Charlotte Motor Speedway,intermediate,86,2,317.63953488372096,26.0,400.0,44,1
2014,Pocono Raceway,intermediate,86,2,149.9418604651163,11.0,160.0,46,1
1955,Altamont-Schenectady Fairgrounds,short,25,1,133.36,9.0,177.0,1,1
2000,Charlotte Motor Speedway,intermediate,86,2,332.6744186046512,5.0,400.0,30,2
1966,Martinsville Speedway,short,80,2,308.525,1.0,500.0,3,2
1970,Richmond Raceway,speedway,56,2,331.35714285714283,0.0,500.0,3,2
1989,Phoenix Raceway,intermediate,43,1,256.6511627906977,16.0,312.0,13,1
1977,Pocono Raceway,intermediate,35,1,159.68571428571428,13.0,200.0,4,1
2010,Kansas Speedway,intermediate,43,1,237.7906976744186,33.0,267.0,20,1
1979,Michigan International Speedway,intermediate,72,2,154.41666666666666,2.0,200.0,10,2
1960,Atlanta Motor Speedway,intermediate,90,2,177.23333333333332,1.0,334.0,4,2
2021,Dover International Speedway,intermediate,37,1,390.02702702702703,300.0,400.0,17,1
1983,Charlotte Motor Speedway,intermediate,81,2,299.2345679012346,14.0,400.0,12,2
1970,Bowman Gray Stadium,short,22,1,166.04545454545453,3.0,250.0,2,1
1999,New Hampshire Motor Speedway,intermediate,86,2,277.4418604651163,44.0,300.0,32,2
2006,Pocono Raceway,intermediate,86,2,188.08139534883722,1.0,200.0,51,1
1995,Charlotte Motor Speedway,intermediate,85,2,301.45882352941175,6.0,400.0,17,2
2024,Sonoma Raceway,road course,38,1,99.52631578947368,2.0,110.0,27,1
2013,Bristol Motor Speedway,short,86,2,438.4186046511628,1.0,500.0,31,2
1985,Martinsville Speedway,short,61,2,399.0163934426229,1.0,500.0,7,2
2024,Atlanta Motor Speedway,intermediate,75,2,244.21333333333334,2.0,266.0,52,2
2004,Phoenix Raceway,intermediate,43,1,291.06976744186045,11.0,315.0,24,1
1979,Bristol Motor Speedway,short,60,2,382.28333333333336,2.0,500.0,6,2
1963,Nashville Speedway,short,21,1,254.1904761904762,1.0,350.0,1,1
2018,Watkins Glen International,road course,37,1,85.13513513513513,1.0,90.0,24,1
1956,Montgomery Motor Speedway,short,14,1,160.92857142857142,16.0,200.0,1,1
1978,Talladega Superspeedway,superspeedway,82,2,141.84146341463415,1.0,188.0,6,2
2024,Charlotte Motor Speedway,intermediate,40,1,240.75,114.0,249.0,35,1
1970,Nashville Speedway,intermediate,36,1,166.05555555555554,1.0,420.0,1,1
1996,Pocono Raceway,intermediate,82,2,172.0731707317073,2.0,200.0,27,2
2023,Chicago Street Course,road course,37,1,76.16216216216216,40.0,78.0,31,1
1989,Atlanta Motor Speedway,intermediate,84,2,246.42857142857142,8.0,328.0,7,2
1968,Asheville-Weaverville Speedway,short,57,2,213.5438596491228,4.0,500.0,2,1
2003,Texas Motor Speedway,intermediate,43,1,304.5813953488372,46.0,334.0,13,1
1993,Darlington Raceway,intermediate,79,2,284.7974683544304,0.0,367.0,8,2
1965,Greenville-Pickens Speedway,short,46,2,110.04347826086956,0.0,200.0,3,1
1974,Atlanta Motor Speedway,intermediate,72,2,232.20833333333334,10.0,328.0,4,2
1951,Canfield Fairgrounds,short,38,1,170.66666666666666,115.0,200.0,1,1
1970,Albany Saratoga Speedway,short,28,1,183.64285714285714,2.0,250.0,1,1
1984,North Wilkesboro Speedway,intermediate,61,2,348.72131147540983,3.0,400.0,12,2
1972,Richmond Raceway,speedway,60,2,299.0,3.0,500.0,3,1
1974,Richmond Raceway,speedway,55,2,306.72727272727275,1.0,500.0,4,2
1957,Lancaster Speedway,road course,34,1,41.588235294117645,0.0,60.0,3,1
1956,Redwood Speedway,intermediate,25,1,94.32,18.0,125.0,1,1
1976,Rockingham Speedway,intermediate,72,2,355.43055555555554,1.0,492.0,2,1
2012,Indianapolis Motor Speedway,intermediate,43,1,134.13953488372093,5.0,160.0,28,1
1969,Dover International Speedway,intermediate,32,1,169.15625,1.0,300.0,1,1
2010,Richmond Raceway,intermediate,86,2,363.77906976744185,30.0,400.0,32,2
1973,Daytona International Speedway,intermediate,80,2,133.9625,2.0,200.0,3,2
2025,Indianapolis Motor Speedway,intermediate,39,1,152.23076923076923,17.0,168.0,22,1
1956,Wilson Speedway,short,56,2,111.57142857142857,22.0,200.0,7,2
2020,Homestead-Miami Speedway,intermediate,38,1,263.0,211.0,267.0,15,1
1983,North Wilkesboro Speedway,intermediate,60,2,335.6333333333333,13.0,400.0,9,1
1960,Piedmont Interstate Fairgrounds,short,43,2,144.95348837209303,2.0,200.0,4,2
2010,Indianapolis Motor Speedway,intermediate,43,1,133.7674418604651,15.0,160.0,25,1
1970,Dover International Speedway,intermediate,36,1,198.19444444444446,1.0,300.0,2,1
2013,Talladega Superspeedway,superspeedway,86,2,170.2906976744186,2.0,192.0,45,2
2005,Sonoma Raceway,road course,43,1,106.65116279069767,33.0,110.0,34,1
1957,Southern States Fairgrounds,short,69,3,138.3768115942029,0.0,200.0,8,3
1952,Palm Beach Speedway,short,46,2,151.76190476190476,4.0,200.0,2,2
2022,World Wide Technology Raceway at Gateway,intermediate,36,1,237.30555555555554,72.0,245.0,31,1
1994,Darlington Raceway,intermediate,83,2,280.90361445783134,66.0,367.0,12,2
2020,Charlotte Motor Speedway,intermediate,80,2,288.525,0.0,405.0,42,2
1970,Hickory Speedway,short,44,2,192.27272727272728,24.0,276.0,4,1
1999,Martinsville Speedway,short,86,2,484.40697674418607,291.0,500.0,20,2
1998,Charlotte Motor Speedway,intermediate,86,2,333.56976744186045,68.0,400.0,23,2
1994,Dover International Speedway,intermediate,82,2,414.8292682926829,14.0,500.0,12,1
1967,Daytona International Speedway,intermediate,145,4,71.93793103448276,0.0,200.0,17,4
1954,Hickory Speedway,short,24,1,164.04166666666666,77.0,200.0,2,1
1972,Talladega Superspeedway,superspeedway,100,2,116.84,1.0,188.0,6,2
1961,Riverside International Raceway,intermediate,27,1,26.333333333333332,1.0,39.0,2,1
2012,Bristol Motor Speedway,short,86,2,415.6744186046512,6.0,500.0,35,2
1971,Middle Georgia Raceway,speedway,32,1,327.65625,1.0,500.0,1,1
1964,Old Bridge Stadium,short,22,1,118.68181818181819,1.0,200.0,1,1
1980,Nashville Speedway,intermediate,60,2,344.93333333333334,0.0,420.0,6,2
1999,Auto Club Speedway,intermediate,43,1,226.72093023255815,3.0,250.0,9,1
1953,Princess Anne Speedway,short,19,1,200.0,200.0,200.0,1,1
1966,Fonda Speedway,short,31,1,125.48387096774194,1.0,200.0,2,1
2017,Texas Motor Speedway,intermediate,80,2,317.825,9.0,334.0,36,2
1960,Occoneechee Speedway,intermediate,41,2,85.07317073170732,8.0,110.0,2,2
1981,North Wilkesboro Speedway,intermediate,61,2,301.0163934426229,8.0,400.0,6,2
2012,Chicagoland Speedway,intermediate,43,1,222.97674418604652,38.0,267.0,16,1
2000,Talladega Superspeedway,superspeedway,85,2,170.75294117647059,20.0,188.0,41,2
1957,California State Fairgrounds,intermediate,27,1,72.48148148148148,9.0,100.0,7,1
1951,Asheville-Weaverville Speedway,short,30,1,200.0,200.0,200.0,1,1
2003,Martinsville Speedway,short,86,2,469.8837209302326,127.0,500.0,31,1
2011,Bristol Motor Speedway,short,86,2,437.7674418604651,10.0,500.0,39,2
2006,Michigan International Speedway,intermediate,86,2,151.27906976744185,10.0,200.0,65,2
2022,Circuit of the Americas,road course,39,1,65.8974358974359,19.0,69.0,32,1
1956,Lancaster Speedway,road course,37,1,65.97297297297297,3.0,80.0,2,1
1997,Talladega Superspeedway,superspeedway,85,2,173.87058823529412,51.0,188.0,33,2
1964,Chattanooga International Raceway,short,19,1,196.0,0.0,300.0,1,1
2021,Indianapolis Motor Speedway Road Course,road course,40,1,88.975,46.0,95.0,24,1
1969,Thompson Speedway,intermediate,31,1,139.67741935483872,1.0,200.0,1,1
1967,Smokey Mountain Raceway,short,53,2,151.37735849056602,13.0,200.0,5,2
2024,Homestead-Miami Speedway,intermediate,38,1,265.39473684210526,223.0,267.0,33,1
1984,Pocono Raceway,intermediate,79,2,160.56962025316454,5.0,200.0,12,2
1996,Charlotte Motor Speedway,intermediate,86,2,314.27906976744185,17.0,400.0,16,2
1998,Phoenix Raceway,intermediate,43,1,249.13953488372093,46.0,257.0,11,1
2018,Atlanta Motor Speedway,intermediate,36,1,315.02777777777777,99.0,325.0,13,1
2024,Nashville Superspeedway,intermediate,38,1,312.0263157894737,132.0,331.0,24,1
1984,Talladega Superspeedway,superspeedway,80,2,142.6125,1.0,188.0,20,2
1982,Atlanta Motor Speedway,intermediate,80,2,226.2375,0.0,328.0,8,2
2019,Atlanta Motor Speedway,intermediate,37,1,315.5405405405405,222.0,325.0,17,1
2019,Talladega Superspeedway,superspeedway,80,2,169.0,10.0,188.0,40,2
1958,Piedmont Interstate Fairgrounds,short,27,1,140.22222222222223,6.0,200.0,2,1
1991,Daytona International Speedway,intermediate,83,2,143.49397590361446,8.0,200.0,24,2
2021,Richmond Raceway,intermediate,75,2,386.52,1.0,400.0,23,2
1986,Richmond Raceway,speedway,60,2,339.3333333333333,2.0,400.0,11,2
1957,Ascot Stadium,short,28,1,108.78571428571429,19.0,150.0,1,1
2021,Daytona International Speedway,intermediate,80,2,149.475,3.0,200.0,27,2
1998,New Hampshire Motor Speedway,intermediate,86,2,274.1860465116279,34.0,300.0,32,2
2016,Charlotte Motor Speedway,intermediate,80,2,346.3625,61.0,400.0,34,2
2009,Indianapolis Motor Speedway,intermediate,43,1,142.58139534883722,21.0,160.0,24,1
1968,Middle Georgia Raceway,short,60,2,245.13333333333333,8.0,500.0,4,2
1980,Martinsville Speedway,short,63,2,369.6666666666667,13.0,500.0,7,2
1964,Harris Speedway,short,21,1,232.57142857142858,33.0,334.0,1,1
1956,Palm Beach Speedway,short,53,2,148.49056603773585,2.0,200.0,3,2
2024,Martinsville Speedway,short,74,2,445.2837837837838,131.0,500.0,31,2
2007,Atlanta Motor Speedway,intermediate,86,2,310.04651162790697,64.0,329.0,38,1
1975,Talladega Superspeedway,superspeedway,100,2,110.65,0.0,188.0,5,1
1971,Riverside International Raceway,road course,80,2,89.575,1.0,191.0,4,2
1974,Michigan International Speedway,intermediate,72,2,123.51388888888889,0.0,200.0,6,2
2021,Sonoma Raceway,road course,37,1,89.32432432432432,40.0,92.0,33,1
